web-scraper-order,web-scraper-start-url,pagination,pagination-href,person,person-href,name,image-src,birth,death,place_burried,category,biography,organization/association/group,Awards/bonuses/prizes,contact info,address - table1,address - table2,job - i,job - table
"1525496096-5250","http://www.nplg.gov.ge/ilia/ka/u4334/","6","http://www.nplg.gov.ge/ilia/ka/u4334/6/","ხარჩილავა, თომა","http://www.nplg.gov.ge/ilia/ka/00005109/","თომა ხარჩილავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ზუგდიდის განყოფილების ნამდვილი წევრი (1913-)</li>","null","null","null","null","null","null"
"1525496693-5524","http://www.nplg.gov.ge/ilia/ka/u4333/","9","http://www.nplg.gov.ge/ilia/ka/u4333/9/","ჭელიძე, გრიგოლ","http://www.nplg.gov.ge/ilia/ka/00014391/","გრიგოლ ჭელიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525496858-5601","http://www.nplg.gov.ge/ilia/ka/u4333/","6","http://www.nplg.gov.ge/ilia/ka/u4333/6/","ჭანტურია, დიმიტრი","http://www.nplg.gov.ge/ilia/ka/00004543/","დიმიტრი ჭანტურია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სოხუმის განყოფილების წევრი (1914-)</li>","null","null","null","null","null","null"
"1525497332-5819","http://www.nplg.gov.ge/ilia/ka/u4332/","7","http://www.nplg.gov.ge/ilia/ka/u4332/7/","წიკლაური, ნიკოლოზ თევდორეს ძე","http://www.nplg.gov.ge/ilia/ka/00014372/","ნიკოლოზ თევდორეს ძე წიკლაური","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525493774-4368","http://www.nplg.gov.ge/ilia/ka/u4335/","25","http://www.nplg.gov.ge/ilia/ka/u4335/25/","ჯოჯუა, იოსებ","http://www.nplg.gov.ge/ilia/ka/00005592/","იოსებ ჯოჯუა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ტუაფსეს განყოფილების ნამდვილი წევრი (1916-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  წევრი (1914-)</li>","null","null","null","null","null","null"
"1525497321-5814","http://www.nplg.gov.ge/ilia/ka/u4332/","7","http://www.nplg.gov.ge/ilia/ka/u4332/7/","წილოსანი, ივანე ალექსანდრეს ძე","http://www.nplg.gov.ge/ilia/ka/00004315/","ივანე ალექსანდრეს ძე წილოსანი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბათუმის განყოფილების წევრი (1915-)</li>","null","null","null","null","null","null"
"1525494721-4690","http://www.nplg.gov.ge/ilia/ka/u4335/","6","http://www.nplg.gov.ge/ilia/ka/u4335/6/","ჯანაშვილი, იოსებ","http://www.nplg.gov.ge/ilia/ka/00005445/","იოსებ ჯანაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების წევრი (1914-)</li>","null","null","null","null","null","null"
"1525494861-4737","http://www.nplg.gov.ge/ilia/ka/u4335/","4","http://www.nplg.gov.ge/ilia/ka/u4335/4/","ჯავრიშვილი, ლავრენტი","http://www.nplg.gov.ge/ilia/ka/00005329/","ლავრენტი ჯავრიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბაქოს განყოფილების დამხმარე წევრი (1888-)</li>","null","null","null","null","null","null"
"1525495407-4932","http://www.nplg.gov.ge/ilia/ka/u4334/","25","http://www.nplg.gov.ge/ilia/ka/u4334/25/","ხურციძე, ვლადიმერ კონსტანტინეს ძე","http://www.nplg.gov.ge/ilia/ka/00005401/","ვლადიმერ კონსტანტინეს ძე ხურციძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ვანის განყოფილების წევრი (1915-)</li>","null","null","null","null","null","null"
"1525493745-4358","http://www.nplg.gov.ge/ilia/ka/u4335/","27","http://www.nplg.gov.ge/ilia/ka/u4335/27/","ჯღამია, ნიკო","http://www.nplg.gov.ge/ilia/ka/00005604/","ნიკო ჯღამია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  სოხუმის განყოფილების წევრი (1913-)</li>","null","null","null","null","null","null"
"1525494786-4713","http://www.nplg.gov.ge/ilia/ka/u4335/","5","http://www.nplg.gov.ge/ilia/ka/u4335/5/","ჯალაღანია, ერისტო","http://www.nplg.gov.ge/ilia/ka/00008793/","ერისტო ჯალაღანია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების ნამდვილი წევრი (1919-)</li>","null","null","null","null","null","null"
"1525497482-5888","http://www.nplg.gov.ge/ilia/ka/u4332/","3","http://www.nplg.gov.ge/ilia/ka/u4332/3/","წერეთელი, ნიკოლოზ ფარსადანის ძე","http://www.nplg.gov.ge/ilia/ka/00009091/","ნიკოლოზ ფარსადანის ძე წერეთელი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525496868-5605","http://www.nplg.gov.ge/ilia/ka/u4333/","5","http://www.nplg.gov.ge/ilia/ka/u4333/5/","ჭანტურია, აქვსენტი","http://www.nplg.gov.ge/ilia/ka/00004539/","აქვსენტი ჭანტურია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების წევრი (1906-)</li>","null","null","null","null","null","null"
"1525494519-4624","http://www.nplg.gov.ge/ilia/ka/u4335/","9","http://www.nplg.gov.ge/ilia/ka/u4335/9/","ჯაოშვილი, ირაკლი ბესარიონის ძე","http://www.nplg.gov.ge/ilia/ka/00006581/","ირაკლი ბესარიონის ძე ჯაოშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525494089-4477","http://www.nplg.gov.ge/ilia/ka/u4335/","19","http://www.nplg.gov.ge/ilia/ka/u4335/19/","ჯინორიძე, მირიან ლუკას ძე","http://www.nplg.gov.ge/ilia/ka/00006598/","მირიან ლუკას ძე ჯინორიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525496901-5621","http://www.nplg.gov.ge/ilia/ka/u4333/","5","http://www.nplg.gov.ge/ilia/ka/u4333/5/","ჭანიშვილი, მირიან დავითის ძე","http://www.nplg.gov.ge/ilia/ka/00004534/","მირიან დავითის ძე ჭანიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ჭიათურის განყოფილების ნამდვილი წევრი (1913-)</li>","null","null","null","null","null","null"
"1525495530-4989","http://www.nplg.gov.ge/ilia/ka/u4334/","22","http://www.nplg.gov.ge/ilia/ka/u4334/22/","ხულელი, ალექსი","http://www.nplg.gov.ge/ilia/ka/00010128/","ალექსი ხულელი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების კავკავის განყოფილების ნამდვილი წევრი (1909-)</li>","null","null","null","null","null","null"
"1525497033-5682","http://www.nplg.gov.ge/ilia/ka/u4333/","2","http://www.nplg.gov.ge/ilia/ka/u4333/2/","ჭავჭავაძე, მაქსიმილიანე ზაქარიას ძე","http://www.nplg.gov.ge/ilia/ka/00005585/","მაქსიმილიანე ზაქარიას ძე ჭავჭავაძე (თავადი)","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თელავის განყოფილების თავმჯდომარე (1916-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1908-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თელავის განყოფილების ნამდვილი წევრი (1910-)</li>","null","null","null","null","null","null"
"1525497103-5714","http://www.nplg.gov.ge/ilia/ka/u4332/","11","http://www.nplg.gov.ge/ilia/ka/u4332/11/","წულუკიძე, დიმიტრი პაატას ძე","http://www.nplg.gov.ge/ilia/ka/00006950/","დიმიტრი პაატას ძე წულუკიძე (თავადი)","themes/bios/images/nophoto0n.jpg","18??","18??","null","იურისტი","მომრიგებელი მოსამართლე","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების დამფუძნებელი წევრი (1879-)</li>","null","სახლი
მისამართი:ქუთაისი","მისამართი:ქუთაისი","მისამართი:ქუთაისი","null","null"
"1525496384-5383","http://www.nplg.gov.ge/ilia/ka/u4333/","16","http://www.nplg.gov.ge/ilia/ka/u4333/16/","ჭუბაბრია, დათიკო გიორგის ძე","http://www.nplg.gov.ge/ilia/ka/00010066/","დათიკო გიორგის ძე ჭუბაბრია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ალექსანდროპოლის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525495277-4879","http://www.nplg.gov.ge/ilia/ka/u4334/","26","http://www.nplg.gov.ge/ilia/ka/u4334/26/","ხუციშვილი, გრიგოლ პავლეს ძე","http://www.nplg.gov.ge/ilia/ka/00010490/","გრიგოლ პავლეს ძე ხუციშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბორჯომის განყოფილების ნამდვილი წევრი (1920-)</li>","null","null","null","null","null","null"
"1525494152-4499","http://www.nplg.gov.ge/ilia/ka/u4335/","18","http://www.nplg.gov.ge/ilia/ka/u4335/18/","ჯიბლაძე, გერმანე ალექსანდრეს ძე","http://www.nplg.gov.ge/ilia/ka/00010257/","გერმანე ალექსანდრეს ძე ჯიბლაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ხიდისთავის განყოფილების გამგეობის წევრი (1915-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ხიდისთავის განყოფილების ნამდვილი წევრი (1914-)</li>","null","null","null","null","null","null"
"1525494302-4551","http://www.nplg.gov.ge/ilia/ka/u4335/","14","http://www.nplg.gov.ge/ilia/ka/u4335/14/","ჯაფარიძე, სერგო კონსტანტინეს ძე","http://www.nplg.gov.ge/ilia/ka/00005552/","სერგო კონსტანტინეს ძე ჯაფარიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბათუმის განყოფილების წევრი (1915-1917)</li>","null","null","null","null","null","null"
"1525495592-5017","http://www.nplg.gov.ge/ilia/ka/u4334/","19","http://www.nplg.gov.ge/ilia/ka/u4334/19/","ხოშტარია, ივანე","http://www.nplg.gov.ge/ilia/ka/00007457/","ივანე ხოშტარია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ფოთის განყოფილების ნამდვილი წევრი (1918-)</li>","null","null","null","null","null","null"
"1525494243-4530","http://www.nplg.gov.ge/ilia/ka/u4335/","15","http://www.nplg.gov.ge/ilia/ka/u4335/15/","ჯაყელი, ქიშვარდ ვ–ს ძე","http://www.nplg.gov.ge/ilia/ka/00007000/","ქიშვარდ ვ–ს ძე ჯაყელი","themes/bios/images/nophoto0n.jpg","18??","null","null","სამხედრო პირი","ბატალიონის კაპიტანი","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1883-)</li>","null","სახლი
მისამართი:ბათუმი","მისამართი:ბათუმი","მისამართი:ბათუმი","null","null"
"1525496143-5272","http://www.nplg.gov.ge/ilia/ka/u4334/","5","http://www.nplg.gov.ge/ilia/ka/u4334/5/","ხარბედია, ბიკტორ მიხეილის ძე","http://www.nplg.gov.ge/ilia/ka/00008280/","ბიკტორ მიხეილის ძე ხარბედია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების გამგეობის სარევიზიო კომისიის წევრი (1916-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525495335-4899","http://www.nplg.gov.ge/ilia/ka/u4334/","27","http://www.nplg.gov.ge/ilia/ka/u4334/27/","ხუხია, იოსებ","http://www.nplg.gov.ge/ilia/ka/00007461/","იოსებ ხუხია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ფოთის განყოფილების ნამდვილი წევრი (1918-)</li>","null","null","null","null","null","null"
"1525495868-5145","http://www.nplg.gov.ge/ilia/ka/u4334/","12","http://www.nplg.gov.ge/ilia/ka/u4334/12/","ხვინგია, ნიკოლოზ იაკობის ძე","http://www.nplg.gov.ge/ilia/ka/00015342/","ნიკოლოზ იაკობის ძე ხვინგია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბათუმის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525496802-5575","http://www.nplg.gov.ge/ilia/ka/u4333/","7","http://www.nplg.gov.ge/ilia/ka/u4333/7/","ჭანუყვაძე, ნესტორ ექვთიმეს ძე","http://www.nplg.gov.ge/ilia/ka/00012818/","ნესტორ ექვთიმეს ძე ჭანუყვაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525493947-4427","http://www.nplg.gov.ge/ilia/ka/u4335/","22","http://www.nplg.gov.ge/ilia/ka/u4335/22/","ჯოლოხავა, კოწია კიმოთეს ძე","http://www.nplg.gov.ge/ilia/ka/00015829/","კოწია კიმოთეს ძე ჯოლოხავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ფუქის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525493663-4327","http://www.nplg.gov.ge/ilia/ka/u4335/","21","http://www.nplg.gov.ge/ilia/ka/u4335/21/","ჯიჯიეიშვილი, იოსებ ვასილის ძე","http://www.nplg.gov.ge/ilia/ka/00015348/","იოსებ ვასილის ძე ჯიჯიეიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბათუმის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525497198-5757","http://www.nplg.gov.ge/ilia/ka/u4332/","10","http://www.nplg.gov.ge/ilia/ka/u4332/10/","წულაძე, ვასილ ქაიხოსროს ძე","http://www.nplg.gov.ge/ilia/ka/00004337/","ვასილ ქაიხოსროს ძე წულაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1915-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-1918)</li>","null","null","null","null","null","null"
"1525494467-4607","http://www.nplg.gov.ge/ilia/ka/u4335/","10","http://www.nplg.gov.ge/ilia/ka/u4335/10/","ჯაფარიძე, ანტონ ქაიხოსროს ძე","http://www.nplg.gov.ge/ilia/ka/00006586/","ანტონ ქაიხოსროს ძე ჯაფარიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525496613-5488","http://www.nplg.gov.ge/ilia/ka/u4333/","12","http://www.nplg.gov.ge/ilia/ka/u4333/12/","ჭილაძე, ამბროსი","http://www.nplg.gov.ge/ilia/ka/00008662/","ამბროსი ჭილაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","სასულიერო პირი","მღვდელი, 1917","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525497397-5849","http://www.nplg.gov.ge/ilia/ka/u4332/","5","http://www.nplg.gov.ge/ilia/ka/u4332/5/","წივილაშვილი, ლევან სოლომონის ძე","http://www.nplg.gov.ge/ilia/ka/00008461/","ლევან სოლომონის ძე წივილაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების კავკავის განყოფილების ნამდვილი წევრი (1915-)</li>","null","null","null","null","null","null"
"1525494429-4595","http://www.nplg.gov.ge/ilia/ka/u4335/","12","http://www.nplg.gov.ge/ilia/ka/u4335/12/","ჯაფარიძე, ზაქარია კონსტანტინეს ძე","http://www.nplg.gov.ge/ilia/ka/00012711/","ზაქარია კონსტანტინეს ძე ჯაფარიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525496767-5559","http://www.nplg.gov.ge/ilia/ka/u4333/","8","http://www.nplg.gov.ge/ilia/ka/u4333/8/","ჭედია, პავლე თ.–ს ძე","http://www.nplg.gov.ge/ilia/ka/00004560/","პავლე თ.–ს ძე ჭედია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სოხუმის განყოფილების წევრი (1911-)</li>","null","null","null","null","null","null"
"1525495505-4977","http://www.nplg.gov.ge/ilia/ka/u4334/","22","http://www.nplg.gov.ge/ilia/ka/u4334/22/","ხუნდაძე, დიმიტრი იესეს ძე","http://www.nplg.gov.ge/ilia/ka/00007870/","დიმიტრი იესეს ძე ხუნდაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (-1916)</li>","null","null","null","null","null","null"
"1525496191-5294","http://www.nplg.gov.ge/ilia/ka/u4334/","4","http://www.nplg.gov.ge/ilia/ka/u4334/4/","ხარაბაძე, რუბენ ლაზარეს ძე","http://www.nplg.gov.ge/ilia/ka/00012832/","რუბენ ლაზარეს ძე ხარაბაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525496503-5438","http://www.nplg.gov.ge/ilia/ka/u4333/","15","http://www.nplg.gov.ge/ilia/ka/u4333/15/","ჭოღოშვილი, გიორგი კონსტანტინეს ძე","http://www.nplg.gov.ge/ilia/ka/00004619/","გიორგი კონსტანტინეს ძე ჭოღოშვილი","data/bios/persons/0000/00004619/photo0n.jpg","1874","1958  (84 წლის ასაკში)","null","ექიმი","დაიბადა სოფელ მესხეთში (წყალტუბოს რაიონი). 1898 წელს დაამთავრა კიევის უნივერსიტეტის სამედიცინო ფაკულტეტი. სამედიცინო დახმარებას უწევდა დასავლეთ საქართველოს რაიონების მოსახლეობას (1899-1907), რევოლუციონერი - ნასაკირალის აჯანყების მონაწილე. პირველი მსოფლიო ომის დროს იყო პარიზის მოხალისე ჯარისკაცთა ჰოსპიტლის - ""Majestic""-ის ექიმი. ფრანგ ფსიქიატრთა საზოგადოების პრეზიდენტის კოსას დავალებით ასრულებდა ფრანგულ სამედიცინო ჟურნალში ბიბლიოგრაფიულ და სარეცენზენტო მუშაობას. 
    ცხოვრობდა ემიგრაციაში საფრანგეთში (ნიცა). მრავალი ფრანგული და ებრაული ჯილდოს მფლობელი.","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების წევრი (1906-)</li>","null","null","null","null","null","null"
"1525494178-4507","http://www.nplg.gov.ge/ilia/ka/u4335/","17","http://www.nplg.gov.ge/ilia/ka/u4335/17/","ჯვარშეიშვილი, გრიგოლ ესტატეს ძე","http://www.nplg.gov.ge/ilia/ka/00006697/","გრიგოლ ესტატეს ძე ჯვარშეიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-1922)</li>","null","null","null","null","null","null"
"1525496366-5375","http://www.nplg.gov.ge/ilia/ka/u4333/","11","http://www.nplg.gov.ge/ilia/ka/u4333/11/","ჭელიძე, მაქსიმე დიმიტრის ძე","http://www.nplg.gov.ge/ilia/ka/00010339/","მაქსიმე დიმიტრის ძე ჭელიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ხონის განყოფილების ნამდვილი წევრი (1910-)</li>","null","null","null","null","null","null"
"1525495419-4937","http://www.nplg.gov.ge/ilia/ka/u4334/","24","http://www.nplg.gov.ge/ilia/ka/u4334/24/","ხურცელავა, პეტრე დიმიტრის ძე","http://www.nplg.gov.ge/ilia/ka/00012877/","პეტრე დიმიტრის ძე ხურცელავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1908-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525497502-5898","http://www.nplg.gov.ge/ilia/ka/u4332/","3","http://www.nplg.gov.ge/ilia/ka/u4332/3/","წერეთელი, მარიამ","http://www.nplg.gov.ge/ilia/ka/00009552/","მარიამ წერეთელი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1920-)</li>","null","null","null","null","null","null"
"1525493474-4258","http://www.nplg.gov.ge/ilia/ka/u4335/","","","ჯავახაძე, ივანე","http://www.nplg.gov.ge/ilia/ka/00009579/","ივანე ჯავახაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1920-)</li>","null","null","null","null","null","null"
"1525496567-5467","http://www.nplg.gov.ge/ilia/ka/u4333/","13","http://www.nplg.gov.ge/ilia/ka/u4333/13/","ჭიჭინაძე, დავით მელიტონის ძე","http://www.nplg.gov.ge/ilia/ka/00004606/","დავით მელიტონის ძე ჭიჭინაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1915-)</li>","null","null","null","null","null","null"
"1525497517-5904","http://www.nplg.gov.ge/ilia/ka/u4332/","2","http://www.nplg.gov.ge/ilia/ka/u4332/2/","წერეთელი, ილიკო","http://www.nplg.gov.ge/ilia/ka/00004251/","ილიკო წერეთელი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების წევრი (1906-)</li>","null","null","null","null","null","null"
"1525493803-4378","http://www.nplg.gov.ge/ilia/ka/u4335/","25","http://www.nplg.gov.ge/ilia/ka/u4335/25/","ჯორჯიშვილი, სიმონ","http://www.nplg.gov.ge/ilia/ka/00012700/","სიმონ ჯორჯიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525497406-5853","http://www.nplg.gov.ge/ilia/ka/u4332/","5","http://www.nplg.gov.ge/ilia/ka/u4332/5/","წვერავა, მიხეილ დავითის ძე","http://www.nplg.gov.ge/ilia/ka/00004270/","მიხეილ დავითის ძე წვერავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სოხუმის განყოფილების წევრი (1909-)</li>","null","null","null","null","null","null"
"1525495009-4788","http://www.nplg.gov.ge/ilia/ka/u4334/","","","ხაბურზანია, მარიამ გიორგის ასული","http://www.nplg.gov.ge/ilia/ka/00012829/","მარიამ გიორგის ასული ხაბურზანია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
